vessel_id,vessel_type,capacity_tonnes,cargo_load_tonnes,engine_power_kw,speed_knots,distance_nm,wind_speed_knots,wave_height_m,current_speed_knots,weather_condition,fuel_type,fuel_price,fuel_consumed_litres,co2_emission_kg,travel_time_hours,route_id,origin_port,destination_port,deadline_hours
V-08,LNG Carrier,80000.0,53885.4,24000.0,15.7,1699.0,34.4,5.92,0.88,Stormy,LNG,0.288,901627.7,1116215.1,114.01,R-SHA-BOM,SHA,BOM,141.6
V-07,LNG Carrier,95000.0,84954.9,28000.0,18.2,1659.7,27.0,3.43,0.01,Rough,MGO,0.671,549197.2,1514136.7,91.15,R-CMB-PUS,CMB,PUS,110.7
V-02,Container,85000.0,52421.1,48000.0,19.4,6576.1,15.5,1.69,0.19,Moderate,HFO,0.512,1467248.4,4500050.8,336.69,R-PUS-DXB,PUS,DXB,420.0
V-03,Bulk Carrier,75000.0,62682.3,12000.0,13.3,538.8,10.8,1.38,1.01,Moderate,MGO,0.671,62629.0,172668.2,38.6,R-LAX-SHA,LAX,SHA,50.3
V-04,Bulk Carrier,60000.0,51090.6,9800.0,16.5,5692.7,7.9,0.56,0.39,Calm,MGO,0.671,1088695.6,3001533.8,344.08,R-SHA-BOM,SHA,BOM,424.5
V-07,LNG Carrier,95000.0,82467.0,28000.0,18.3,2193.9,9.9,0.51,0.13,Calm,Biofuel,0.836,677022.6,685146.9,120.01,R-RTM-SGP,RTM,SGP,143.7
V-04,Bulk Carrier,60000.0,52921.2,9800.0,15.7,5145.8,13.1,2.35,0.06,Moderate,MGO,0.671,850614.2,2345143.3,327.98,R-DXB-PAN,DXB,PAN,407.1
V-09,Ro-Ro Ferry,18000.0,15638.6,19000.0,17.5,319.2,12.2,1.62,2.69,Moderate,MGO,0.671,29449.8,81193.1,17.2,R-PAN-RTM,PAN,RTM,20.6
V-08,LNG Carrier,80000.0,63520.7,24000.0,15.3,3013.1,6.1,0.78,0.18,Calm,LNG,0.288,955818.3,1183303.1,195.74,R-PUS-SUZ,PUS,SUZ,262.0
V-04,Bulk Carrier,60000.0,47235.7,9800.0,12.8,7284.8,10.3,2.03,2.78,Moderate,MGO,0.671,710127.5,1957821.5,497.65,R-SSZ-DXB,SSZ,DXB,708.9
V-02,Container,85000.0,54364.8,48000.0,19.7,9115.4,15.2,2.33,0.03,Moderate,HFO,0.512,2378471.4,7294771.8,463.23,R-SGP-RTM,SGP,RTM,663.0
V-10,Ro-Ro Ferry,22000.0,17691.9,21000.0,19.1,851.8,27.0,4.09,0.04,Rough,LNG,0.288,206526.4,255679.7,44.51,R-ANR-LAX,ANR,LAX,55.7
V-03,Bulk Carrier,75000.0,69769.6,12000.0,12.9,358.9,12.0,1.76,0.34,Moderate,MGO,0.671,47360.3,130572.3,28.3,R-BOM-RTM,BOM,RTM,33.1
V-02,Container,85000.0,82749.1,48000.0,16.6,1200.0,8.0,0.53,2.1,Calm,MGO,0.671,282656.7,779284.5,82.7,R-SUZ-SHA,SUZ,SHA,95.3
V-04,Bulk Carrier,60000.0,41684.6,9800.0,14.0,1203.3,15.8,1.57,0.79,Moderate,Biofuel,0.836,157377.0,159265.5,82.16,R-CMB-ANR,CMB,ANR,112.5
V-03,Bulk Carrier,75000.0,62813.7,12000.0,14.0,793.8,9.6,1.05,0.83,Calm,HFO,0.512,86461.5,265177.4,53.68,R-SGP-SSZ,SGP,SSZ,73.1
V-04,Bulk Carrier,60000.0,47897.6,9800.0,12.8,9541.3,20.8,3.51,0.29,Rough,Biofuel,0.836,1478813.9,1496559.7,729.64,R-CMB-LAX,CMB,LAX,923.3
V-10,Ro-Ro Ferry,22000.0,18535.0,21000.0,19.2,1806.8,37.0,5.52,0.22,Stormy,Biofuel,0.836,436458.2,441695.7,93.55,R-PUS-SHA,PUS,SHA,128.4
V-10,Ro-Ro Ferry,22000.0,16147.3,21000.0,17.7,3356.2,6.3,1.14,0.55,Calm,Biofuel,0.836,367417.4,371826.4,195.63,R-DXB-SUZ,DXB,SUZ,276.1
V-01,Container,120000.0,73291.5,65000.0,24.0,736.8,9.6,0.76,0.05,Calm,LNG,0.288,451145.2,558517.8,30.64,R-DXB-RTM,DXB,RTM,42.8
V-02,Container,85000.0,48750.7,48000.0,17.9,1394.0,22.4,2.52,0.19,Rough,LNG,0.288,584159.1,723189.0,77.52,R-SHA-ANR,SHA,ANR,101.9
V-02,Container,85000.0,56383.4,48000.0,17.0,3576.5,5.6,1.01,0.19,Calm,MGO,0.671,743693.2,2050362.2,208.24,R-SSZ-CMB,SSZ,CMB,268.8
V-03,Bulk Carrier,75000.0,64530.7,12000.0,13.5,2679.8,16.1,2.46,0.74,Moderate,MGO,0.671,340130.7,937740.3,189.18,R-BOM-SGP,BOM,SGP,272.5
V-02,Container,85000.0,64676.3,48000.0,18.2,10418.5,21.8,2.88,0.15,Rough,LNG,0.288,5293490.4,6553341.1,577.17,R-DXB-PUS,DXB,PUS,824.9
V-08,LNG Carrier,80000.0,75622.6,24000.0,17.4,2149.7,7.2,0.6,0.46,Calm,LNG,0.288,828421.5,1025585.8,122.14,R-SHA-PUS,SHA,PUS,142.2
V-02,Container,85000.0,72346.6,48000.0,19.5,2393.3,8.2,0.52,0.4,Calm,HFO,0.512,588490.9,1804901.6,125.15,R-RTM-PAN,RTM,PAN,154.4
V-02,Container,85000.0,66749.0,48000.0,20.2,5274.2,14.1,2.32,0.57,Moderate,LNG,0.288,2548008.8,3154434.9,264.96,R-SHA-PUS,SHA,PUS,349.2
V-09,Ro-Ro Ferry,18000.0,12496.4,19000.0,22.2,1031.4,16.0,2.19,0.18,Moderate,Electric,0.42,50261.5,17591.5,46.35,R-BOM-DXB,BOM,DXB,55.2
V-06,Oil Tanker,150000.0,110129.0,22000.0,14.7,7946.7,44.7,4.53,1.13,Stormy,MGO,0.671,2101855.2,5794814.8,502.25,R-PAN-SHA,PAN,SHA,575.7
V-10,Ro-Ro Ferry,22000.0,15034.0,21000.0,21.2,1356.7,9.7,0.58,0.14,Calm,LNG,0.288,276277.2,342031.2,63.75,R-CMB-SGP,CMB,SGP,85.9
V-09,Ro-Ro Ferry,18000.0,12973.8,19000.0,18.5,3623.4,27.5,3.73,0.44,Rough,MGO,0.671,517580.6,1426969.7,191.46,R-BOM-SGP,BOM,SGP,231.8
V-10,Ro-Ro Ferry,22000.0,16930.0,21000.0,16.9,7844.5,5.3,0.59,0.16,Calm,Biofuel,0.836,711234.3,719769.1,464.01,R-SUZ-LAX,SUZ,LAX,627.3
V-05,Oil Tanker,110000.0,83216.6,16000.0,14.6,411.6,13.3,2.48,0.97,Moderate,HFO,0.512,78956.0,242158.1,29.07,R-PAN-LAX,PAN,LAX,39.9
V-05,Oil Tanker,110000.0,87418.8,16000.0,15.4,1500.1,8.9,1.04,0.13,Calm,HFO,0.512,303485.5,930790.0,98.06,R-PAN-SHA,PAN,SHA,134.9
V-10,Ro-Ro Ferry,22000.0,18720.3,21000.0,22.7,2739.6,14.5,1.43,0.45,Moderate,MGO,0.671,495554.9,1366244.9,121.01,R-CMB-SGP,CMB,SGP,171.0
V-02,Container,85000.0,76604.3,48000.0,17.3,7427.3,10.3,2.2,1.07,Moderate,MGO,0.671,1816759.7,5008806.5,448.16,R-CMB-SSZ,CMB,SSZ,498.8
V-05,Oil Tanker,110000.0,87432.4,16000.0,12.7,7260.0,14.4,2.48,0.14,Moderate,HFO,0.512,1009952.5,3097524.3,569.12,R-SGP-BOM,SGP,BOM,674.0
V-01,Container,120000.0,94002.6,65000.0,17.0,1181.0,22.1,2.71,0.44,Rough,LNG,0.288,521338.1,645416.6,67.96,R-ANR-LAX,ANR,LAX,78.0
V-02,Container,85000.0,64754.5,48000.0,17.1,1954.1,8.9,0.65,0.92,Calm,LNG,0.288,672075.0,832028.8,109.65,R-SGP-DXB,SGP,DXB,148.6
V-04,Bulk Carrier,60000.0,52654.1,9800.0,14.1,7979.5,44.9,7.06,0.74,Stormy,Biofuel,0.836,2069131.8,2093961.4,538.36,R-ANR-SGP,ANR,SGP,670.7
V-02,Container,85000.0,69318.3,48000.0,17.5,2023.7,19.1,3.62,0.16,Rough,LNG,0.288,854958.3,1058438.4,116.15,R-SHA-LAX,SHA,LAX,158.5
V-07,LNG Carrier,95000.0,77834.0,28000.0,18.0,1150.1,11.2,1.42,0.08,Moderate,MGO,0.671,314867.4,868089.4,64.07,R-RTM-SGP,RTM,SGP,82.4
V-01,Container,120000.0,95932.3,65000.0,20.4,346.8,33.1,6.87,1.35,Stormy,HFO,0.512,160848.2,493321.4,17.62,R-PAN-BOM,PAN,BOM,24.4
V-07,LNG Carrier,95000.0,73860.7,28000.0,16.1,6378.7,29.2,5.6,0.74,Stormy,Biofuel,0.836,2331620.6,2359600.0,404.04,R-BOM-RTM,BOM,RTM,514.7
V-01,Container,120000.0,111067.2,65000.0,16.7,3499.9,22.5,3.97,1.27,Rough,HFO,0.512,941594.6,2887870.6,223.8,R-BOM-SGP,BOM,SGP,308.3
V-08,LNG Carrier,80000.0,68996.3,24000.0,14.8,983.7,11.9,1.46,0.0,Moderate,Biofuel,0.836,191120.9,193414.4,66.47,R-BOM-SHA,BOM,SHA,93.4
V-06,Oil Tanker,150000.0,134584.6,22000.0,13.6,536.1,5.6,0.93,0.62,Calm,HFO,0.512,84516.1,259210.9,39.19,R-BOM-LAX,BOM,LAX,50.5
V-08,LNG Carrier,80000.0,57266.0,24000.0,14.6,9392.5,5.3,0.5,0.11,Calm,Biofuel,0.836,1763455.3,1784616.8,647.45,R-SGP-DXB,SGP,DXB,830.5
V-04,Bulk Carrier,60000.0,57451.0,9800.0,13.3,7771.5,33.6,6.82,0.13,Stormy,MGO,0.671,1885713.3,5198911.6,586.92,R-PUS-DXB,PUS,DXB,650.0
V-07,LNG Carrier,95000.0,89728.3,28000.0,17.4,3789.3,12.8,2.32,0.19,Moderate,LNG,0.288,1682418.8,2082834.5,219.88,R-PAN-SGP,PAN,SGP,291.7
V-01,Container,120000.0,105284.2,65000.0,16.8,2400.7,14.3,2.38,0.44,Moderate,HFO,0.512,462771.6,1419320.5,139.48,R-SHA-SGP,SHA,SGP,162.6
V-09,Ro-Ro Ferry,18000.0,16189.0,19000.0,18.4,5915.5,5.8,0.73,0.8,Calm,Electric,0.42,196897.1,68914.0,335.39,R-DXB-SUZ,DXB,SUZ,443.3
V-01,Container,120000.0,90625.9,65000.0,21.5,1054.0,16.5,2.15,0.93,Moderate,LNG,0.288,580026.1,718072.3,48.49,R-SGP-ANR,SGP,ANR,56.6
V-02,Container,85000.0,66974.4,48000.0,15.5,2518.0,5.9,0.63,1.19,Calm,MGO,0.671,494882.7,1364391.6,173.09,R-ANR-SUZ,ANR,SUZ,233.2
V-08,LNG Carrier,80000.0,61096.4,24000.0,15.4,1534.6,10.0,0.74,0.05,Calm,LNG,0.288,475349.4,588482.6,99.46,R-SGP-SHA,SGP,SHA,132.9
V-08,LNG Carrier,80000.0,64170.4,24000.0,18.5,4954.5,6.4,0.68,0.94,Calm,LNG,0.288,2309606.2,2859292.5,275.58,R-CMB-SHA,CMB,SHA,309.4
V-08,LNG Carrier,80000.0,67449.0,24000.0,16.3,9487.6,15.8,2.12,0.62,Moderate,LNG,0.288,3417955.6,4231429.0,562.6,R-RTM-BOM,RTM,BOM,760.0
V-06,Oil Tanker,150000.0,112436.0,22000.0,14.5,8757.3,12.4,1.67,0.43,Moderate,MGO,0.671,1821171.6,5020970.1,604.45,R-LAX-SGP,LAX,SGP,771.0
V-05,Oil Tanker,110000.0,103647.2,16000.0,13.3,1030.5,8.2,0.9,0.18,Calm,LNG,0.288,286799.3,355057.5,76.92,R-RTM-LAX,RTM,LAX,87.8
V-04,Bulk Carrier,60000.0,32944.2,9800.0,15.1,2611.6,10.9,1.99,0.8,Moderate,MGO,0.671,387572.6,1068537.7,166.0,R-SUZ-SHA,SUZ,SHA,204.1
V-04,Bulk Carrier,60000.0,52194.1,9800.0,14.5,779.2,22.2,4.15,0.65,Rough,MGO,0.671,131482.4,362497.0,52.1,R-SGP-PAN,SGP,PAN,69.2
V-03,Bulk Carrier,75000.0,60972.6,12000.0,13.2,8191.8,13.4,1.88,0.08,Moderate,MGO,0.671,1063649.0,2932480.3,617.16,R-BOM-ANR,BOM,ANR,875.7
V-01,Container,120000.0,82877.2,65000.0,20.4,9234.9,9.6,1.09,0.25,Calm,HFO,0.512,2641195.3,8100546.0,447.4,R-SSZ-PUS,SSZ,PUS,558.6
V-10,Ro-Ro Ferry,22000.0,16663.9,21000.0,21.8,2099.2,26.0,3.75,0.18,Rough,LNG,0.288,672144.2,832114.5,97.03,R-PAN-SUZ,PAN,SUZ,108.4
V-07,LNG Carrier,95000.0,88059.2,28000.0,17.9,1003.9,11.8,1.42,0.15,Moderate,LNG,0.288,442506.8,547823.4,55.62,R-PUS-ANR,PUS,ANR,73.5
V-02,Container,85000.0,71323.8,48000.0,17.0,2848.4,32.9,5.86,0.03,Stormy,HFO,0.512,809644.1,2483178.5,167.37,R-RTM-BOM,RTM,BOM,227.0
V-10,Ro-Ro Ferry,22000.0,18211.8,21000.0,20.2,6091.0,9.2,0.9,0.09,Calm,Biofuel,0.836,873938.5,884425.8,300.37,R-PUS-PAN,PUS,PAN,381.7
V-06,Oil Tanker,150000.0,106069.9,22000.0,14.2,2220.3,9.5,1.17,0.44,Calm,MGO,0.671,419136.0,1155558.0,157.26,R-PAN-ANR,PAN,ANR,196.3
V-08,LNG Carrier,80000.0,61617.7,24000.0,13.1,948.4,15.1,1.38,1.01,Moderate,Biofuel,0.836,180293.0,182456.5,78.26,R-PAN-SHA,PAN,SHA,96.6
V-08,LNG Carrier,80000.0,49517.9,24000.0,16.7,8169.5,5.2,0.75,0.56,Calm,Biofuel,0.836,1983026.2,2006822.5,505.54,R-PUS-BOM,PUS,BOM,648.6
V-04,Bulk Carrier,60000.0,57866.4,9800.0,14.2,2574.3,10.3,1.78,0.39,Moderate,MGO,0.671,407879.1,1124522.7,185.29,R-SHA-SGP,SHA,SGP,215.7
V-08,LNG Carrier,80000.0,70093.2,24000.0,16.4,6488.7,6.9,0.68,0.11,Calm,Biofuel,0.836,1535873.5,1554304.0,397.03,R-RTM-DXB,RTM,DXB,478.7
V-08,LNG Carrier,80000.0,74200.0,24000.0,18.5,3259.9,27.4,2.73,0.57,Rough,Biofuel,0.836,1204761.7,1219218.8,172.46,R-DXB-PAN,DXB,PAN,200.5
V-01,Container,120000.0,113987.2,65000.0,17.9,5217.1,17.6,2.05,0.22,Moderate,HFO,0.512,1200719.2,3682605.8,293.81,R-SGP-SSZ,SGP,SSZ,368.5
V-04,Bulk Carrier,60000.0,54321.6,9800.0,15.9,624.1,15.8,2.34,1.15,Moderate,MGO,0.671,105022.5,289547.0,36.86,R-SUZ-BOM,SUZ,BOM,43.5
V-06,Oil Tanker,150000.0,132404.5,22000.0,13.8,698.9,9.4,0.81,0.03,Calm,MGO,0.671,120844.8,333169.1,50.59,R-LAX-SUZ,LAX,SUZ,70.3
V-06,Oil Tanker,150000.0,113127.8,22000.0,13.0,6993.0,7.3,0.59,0.03,Calm,HFO,0.512,1041345.0,3193805.1,536.7,R-LAX-CMB,LAX,CMB,604.1
V-06,Oil Tanker,150000.0,89590.4,22000.0,15.5,9381.2,36.0,7.07,0.37,Stormy,HFO,0.512,3297819.1,10114411.2,619.12,R-CMB-ANR,CMB,ANR,805.4
V-08,LNG Carrier,80000.0,51332.5,24000.0,17.2,1287.9,14.5,2.07,1.4,Moderate,LNG,0.288,527555.0,653113.1,74.17,R-LAX-BOM,LAX,BOM,91.5
V-05,Oil Tanker,110000.0,84228.2,16000.0,13.3,3040.1,5.7,1.02,0.14,Calm,HFO,0.512,429561.1,1317463.9,226.69,R-DXB-SHA,DXB,SHA,302.1
V-05,Oil Tanker,110000.0,69023.5,16000.0,12.6,5378.3,10.8,1.93,0.64,Moderate,HFO,0.512,749884.6,2299896.1,437.87,R-SSZ-SHA,SSZ,SHA,579.8
V-06,Oil Tanker,150000.0,99073.5,22000.0,15.6,3242.0,14.4,1.29,0.2,Moderate,MGO,0.671,722056.2,1990708.9,208.46,R-BOM-SHA,BOM,SHA,275.4
V-01,Container,120000.0,101805.9,65000.0,19.2,1903.2,7.7,1.0,0.12,Calm,HFO,0.512,476426.3,1461199.5,98.52,R-ANR-BOM,ANR,BOM,127.6
V-01,Container,120000.0,78852.6,65000.0,18.5,1800.8,18.4,3.52,0.32,Rough,LNG,0.288,888884.7,1100439.3,98.35,R-DXB-SHA,DXB,SHA,113.1
V-03,Bulk Carrier,75000.0,65932.0,12000.0,15.8,9457.3,9.0,0.63,0.86,Calm,HFO,0.512,1448115.9,4441371.5,585.01,R-SSZ-PAN,SSZ,PAN,666.7
V-01,Container,120000.0,116857.2,65000.0,20.1,10128.0,13.6,1.81,0.39,Moderate,LNG,0.288,4987830.2,6174933.8,513.74,R-PUS-PAN,PUS,PAN,594.2
V-10,Ro-Ro Ferry,22000.0,19246.9,21000.0,16.0,1568.0,24.0,3.53,1.44,Rough,MGO,0.671,209179.6,576708.2,105.54,R-SUZ-PUS,SUZ,PUS,142.8
V-04,Bulk Carrier,60000.0,46663.5,9800.0,14.9,7487.5,9.0,0.72,0.45,Calm,Biofuel,0.836,1321631.9,1337491.5,518.16,R-DXB-BOM,DXB,BOM,647.7
V-07,LNG Carrier,95000.0,64710.9,28000.0,17.6,7672.0,11.8,1.28,2.36,Moderate,LNG,0.288,3212466.2,3977033.2,451.9,R-PAN-PUS,PAN,PUS,553.9
V-09,Ro-Ro Ferry,18000.0,14876.9,19000.0,24.0,1969.1,7.7,0.65,2.85,Calm,Electric,0.42,120933.8,42326.8,91.3,R-ANR-PAN,ANR,PAN,115.4
V-08,LNG Carrier,80000.0,69127.8,24000.0,14.8,757.3,21.2,3.59,0.4,Rough,LNG,0.288,269391.1,333506.2,52.57,R-SHA-SUZ,SHA,SUZ,74.7
V-01,Container,120000.0,99927.0,65000.0,19.5,830.8,13.0,1.43,0.21,Moderate,LNG,0.288,406851.8,503682.5,42.18,R-SHA-PUS,SHA,PUS,61.1
V-02,Container,85000.0,78195.1,48000.0,19.1,2938.1,11.4,1.23,0.06,Moderate,MGO,0.671,761764.2,2100183.9,153.48,R-CMB-PUS,CMB,PUS,215.1
V-06,Oil Tanker,150000.0,119147.2,22000.0,13.7,6448.4,11.8,1.43,0.21,Moderate,HFO,0.512,1044965.0,3204907.7,466.17,R-DXB-RTM,DXB,RTM,628.6
V-07,LNG Carrier,95000.0,89207.8,28000.0,13.8,1295.0,8.3,1.01,0.35,Calm,MGO,0.671,205313.8,566050.1,96.22,R-SHA-CMB,SHA,CMB,106.7
V-01,Container,120000.0,82763.7,65000.0,19.1,785.9,9.6,0.84,0.54,Calm,HFO,0.512,177255.7,543643.2,40.25,R-SUZ-PAN,SUZ,PAN,56.9
V-07,LNG Carrier,95000.0,79073.3,28000.0,15.8,9530.7,13.2,2.22,0.2,Moderate,Biofuel,0.836,2222981.8,2249657.6,609.19,R-PAN-LAX,PAN,LAX,734.5
V-07,LNG Carrier,95000.0,59688.2,28000.0,18.1,1762.1,5.3,0.64,0.74,Calm,MGO,0.671,441192.7,1216368.3,95.01,R-SUZ-SSZ,SUZ,SSZ,128.6
V-07,LNG Carrier,95000.0,77435.7,28000.0,15.5,881.9,19.3,3.87,1.21,Rough,MGO,0.671,189875.9,523487.9,53.93,R-SSZ-RTM,SSZ,RTM,59.9
V-04,Bulk Carrier,60000.0,56999.8,9800.0,13.6,1224.0,12.5,1.85,0.27,Moderate,Biofuel,0.836,202187.9,204614.2,91.81,R-PUS-SSZ,PUS,SSZ,108.6
V-06,Oil Tanker,150000.0,98951.8,22000.0,14.7,3053.6,22.4,3.07,0.02,Rough,HFO,0.512,713506.7,2188325.0,207.6,R-BOM-RTM,BOM,RTM,288.8
V-08,LNG Carrier,80000.0,75880.3,24000.0,16.0,698.6,10.8,1.84,0.05,Moderate,Biofuel,0.836,158897.9,160804.7,43.65,R-DXB-PUS,DXB,PUS,55.3
V-01,Container,120000.0,99916.2,65000.0,18.7,1108.4,8.6,0.84,2.32,Calm,HFO,0.512,254061.1,779205.4,53.6,R-BOM-LAX,BOM,LAX,72.1
V-07,LNG Carrier,95000.0,81878.4,28000.0,18.6,2647.8,5.5,1.14,0.01,Calm,Biofuel,0.836,767125.2,776330.7,142.4,R-SGP-RTM,SGP,RTM,186.9
V-04,Bulk Carrier,60000.0,32834.5,9800.0,11.7,8665.2,31.7,4.61,0.41,Stormy,Biofuel,0.836,1240013.1,1254893.3,735.3,R-RTM-LAX,RTM,LAX,978.6
V-07,LNG Carrier,95000.0,83271.7,28000.0,13.4,3130.7,14.9,1.32,1.33,Moderate,Biofuel,0.836,553850.0,560496.2,220.07,R-SHA-SUZ,SHA,SUZ,290.6
V-02,Container,85000.0,79353.1,48000.0,17.7,1078.4,9.9,0.51,0.82,Calm,MGO,0.671,246770.6,680346.5,62.82,R-SSZ-DXB,SSZ,DXB,87.8
V-08,LNG Carrier,80000.0,56352.6,24000.0,14.9,1092.8,17.5,1.48,1.45,Moderate,LNG,0.288,311065.9,385099.6,74.1,R-SGP-BOM,SGP,BOM,99.1
V-03,Bulk Carrier,75000.0,66782.5,12000.0,14.8,4058.4,15.3,2.12,0.63,Moderate,MGO,0.671,658475.9,1815418.1,270.58,R-LAX-SHA,LAX,SHA,292.8
V-09,Ro-Ro Ferry,18000.0,11493.2,19000.0,19.6,2780.6,24.9,3.34,0.82,Rough,Electric,0.42,113027.7,39559.7,136.27,R-CMB-SSZ,CMB,SSZ,181.4
V-06,Oil Tanker,150000.0,142170.3,22000.0,13.8,3543.5,17.1,1.59,0.8,Moderate,MGO,0.671,724633.8,1997815.4,267.73,R-PAN-RTM,PAN,RTM,369.0
V-03,Bulk Carrier,75000.0,64479.4,12000.0,12.8,3425.2,7.5,0.75,0.01,Calm,MGO,0.671,413660.1,1140460.9,267.7,R-SUZ-LAX,SUZ,LAX,386.8
V-06,Oil Tanker,150000.0,140345.7,22000.0,15.5,3328.0,6.7,0.94,0.52,Calm,HFO,0.512,722057.0,2214548.8,221.93,R-ANR-RTM,ANR,RTM,277.7
V-03,Bulk Carrier,75000.0,63642.7,12000.0,13.2,1466.2,21.7,2.73,2.06,Rough,MGO,0.671,184946.5,509897.5,96.08,R-LAX-SUZ,LAX,SUZ,137.8
V-02,Container,85000.0,61617.2,48000.0,18.4,1020.0,14.0,1.73,0.01,Moderate,HFO,0.512,237324.2,727873.3,55.46,R-LAX-DXB,LAX,DXB,65.1
V-02,Container,85000.0,44090.9,48000.0,19.3,4763.0,8.2,1.17,0.03,Calm,LNG,0.288,1788631.3,2214325.5,247.16,R-SHA-CMB,SHA,CMB,309.5
V-10,Ro-Ro Ferry,22000.0,17012.8,21000.0,17.0,3369.7,14.8,1.88,0.91,Moderate,MGO,0.671,289058.6,796934.6,188.35,R-ANR-RTM,ANR,RTM,226.8
V-08,LNG Carrier,80000.0,55931.0,24000.0,15.6,1225.2,17.6,1.55,0.01,Moderate,Biofuel,0.836,280664.5,284032.5,78.58,R-DXB-RTM,DXB,RTM,108.8
V-02,Container,85000.0,67923.1,48000.0,19.3,10389.6,19.4,3.86,0.07,Rough,MGO,0.671,3221084.8,8880530.8,536.53,R-RTM-SHA,RTM,SHA,648.8
V-05,Oil Tanker,110000.0,78672.5,16000.0,12.9,9024.2,6.9,0.63,0.85,Calm,LNG,0.288,2319731.4,2871827.5,748.46,R-ANR-PUS,ANR,PUS,1033.8
V-02,Container,85000.0,69243.6,48000.0,18.9,2780.0,7.8,0.86,0.3,Calm,HFO,0.512,695014.9,2131610.7,148.92,R-BOM-SUZ,BOM,SUZ,204.0
V-10,Ro-Ro Ferry,22000.0,17761.0,21000.0,23.2,7959.5,16.4,2.06,0.04,Moderate,Biofuel,0.836,1469165.5,1486795.5,343.07,R-LAX-ANR,LAX,ANR,447.5
V-10,Ro-Ro Ferry,22000.0,21233.7,21000.0,22.2,1718.2,14.1,2.45,0.02,Moderate,LNG,0.288,472282.4,584685.6,77.37,R-ANR-LAX,ANR,LAX,108.7
V-07,LNG Carrier,95000.0,79777.6,28000.0,16.6,379.8,15.4,2.18,1.96,Moderate,MGO,0.671,90668.7,249973.6,25.83,R-BOM-PAN,BOM,PAN,33.4
V-07,LNG Carrier,95000.0,73595.8,28000.0,16.7,917.6,20.5,3.37,0.58,Rough,LNG,0.288,391808.8,485059.3,56.5,R-SGP-DXB,SGP,DXB,81.7
V-06,Oil Tanker,150000.0,78067.9,22000.0,14.5,1137.8,6.8,0.69,0.34,Calm,MGO,0.671,195561.8,539163.9,77.22,R-SSZ-LAX,SSZ,LAX,111.6
V-06,Oil Tanker,150000.0,140922.3,22000.0,12.6,7600.5,17.9,1.48,0.25,Moderate,MGO,0.671,1203065.2,3316850.8,592.56,R-BOM-PAN,BOM,PAN,822.5
V-03,Bulk Carrier,75000.0,60340.9,12000.0,13.7,2576.8,14.4,1.3,0.21,Moderate,HFO,0.512,308382.5,945809.1,191.0,R-SUZ-PAN,SUZ,PAN,245.6
V-09,Ro-Ro Ferry,18000.0,16824.7,19000.0,19.7,2635.0,15.0,2.27,0.46,Moderate,Electric,0.42,101532.5,35536.4,136.37,R-SHA-PUS,SHA,PUS,171.1
V-03,Bulk Carrier,75000.0,66059.2,12000.0,11.3,4746.3,25.7,2.81,0.34,Rough,MGO,0.671,582944.1,1607176.9,426.44,R-SSZ-LAX,SSZ,LAX,513.3
V-07,LNG Carrier,95000.0,78140.8,28000.0,16.2,3081.1,9.5,1.09,0.93,Calm,Biofuel,0.836,720720.7,729369.3,187.09,R-PUS-BOM,PUS,BOM,256.4
V-10,Ro-Ro Ferry,22000.0,15198.5,21000.0,18.5,2735.4,14.3,2.32,1.47,Moderate,Biofuel,0.836,303715.2,307359.8,137.06,R-DXB-SGP,DXB,SGP,157.3
V-08,LNG Carrier,80000.0,56867.1,24000.0,12.8,2704.1,32.5,6.54,0.88,Stormy,LNG,0.288,1056285.7,1307681.7,202.92,R-SUZ-DXB,SUZ,DXB,247.5
V-04,Bulk Carrier,60000.0,50108.6,9800.0,12.7,3245.2,14.0,1.69,0.3,Moderate,Biofuel,0.836,426149.3,431263.1,251.24,R-LAX-SUZ,LAX,SUZ,337.5
V-07,LNG Carrier,95000.0,52231.6,28000.0,18.2,8632.2,5.6,0.67,0.77,Calm,Biofuel,0.836,2141712.4,2167412.9,464.1,R-PUS-SUZ,PUS,SUZ,514.9
V-07,LNG Carrier,95000.0,69936.2,28000.0,17.7,7209.9,42.1,5.02,0.06,Stormy,Biofuel,0.836,3014928.8,3051107.9,406.23,R-ANR-CMB,ANR,CMB,531.6
V-09,Ro-Ro Ferry,18000.0,14148.7,19000.0,19.1,6837.6,16.3,1.52,0.03,Moderate,MGO,0.671,761375.5,2099112.3,358.55,R-SGP-PUS,SGP,PUS,412.8
V-05,Oil Tanker,110000.0,90031.6,16000.0,11.3,463.3,16.9,1.96,0.78,Moderate,HFO,0.512,51780.1,158809.6,38.36,R-CMB-SUZ,CMB,SUZ,50.7
V-06,Oil Tanker,150000.0,132137.3,22000.0,13.7,423.9,19.8,3.78,0.92,Rough,MGO,0.671,97227.8,268057.0,29.21,R-BOM-SSZ,BOM,SSZ,32.6
V-06,Oil Tanker,150000.0,117321.4,22000.0,11.0,1576.7,17.0,1.33,0.92,Moderate,HFO,0.512,183414.7,562532.9,144.92,R-PUS-SSZ,PUS,SSZ,171.4
V-02,Container,85000.0,70794.5,48000.0,18.1,9843.8,13.2,1.59,0.18,Moderate,LNG,0.288,3924277.6,4858255.7,549.29,R-SSZ-ANR,SSZ,ANR,753.7
